PassengerId,Survived,Survived_prob
892,0,0.1492546688716154
893,0,0.41417683118422316
894,0,0.1966451748531934
895,0,0.14016662174916517
896,1,0.5389884468004333
897,0,0.16606054732199094
898,0,0.49672913952868336
899,0,0.2385519503525916
900,1,0.6564637447585059
901,0,0.12432261438047601
902,0,0.12936441967080006
903,0,0.2035665413136334
904,1,0.8326039810053338
905,0,0.20202353876912302
906,1,0.7991472087889703
907,1,0.7903225656994066
908,0,0.20069727700814485
909,0,0.258362124147842
910,0,0.41490640549173624
911,1,0.6478337689727134
912,0,0.2643361472875008
913,0,0.3358059455820021
914,1,0.7844416847011287
915,0,0.33814063920325865
916,1,0.8791771768441516
917,0,0.15256375028951966
918,1,0.89483027904431
919,0,0.26169545748117534
920,0,0.31599723282116926
921,0,0.2284896163289165
922,0,0.18758595344852888
923,0,0.18357736317851805
924,1,0.5581213249817377
925,0,0.3918229752459673
926,0,0.46440772979119216
927,0,0.26720758587015836
928,0,0.4228267540273938
929,0,0.41409510585333087
930,0,0.13669529869643796
931,0,0.33189235849162346
932,0,0.3527038152270782
933,0,0.32131728547800714
934,0,0.13481354261246678
935,1,0.7674372286273775
936,1,0.8131883824086457
937,0,0.14826945830062585
938,0,0.41780076773580016
939,0,0.16474880336423428
940,1,0.8540800137602511
941,1,0.611802105443783
942,0,0.3706645961814953
943,0,0.2792931128308752
944,1,0.7850372020959473
945,1,0.762109885494724
946,0,0.234837964323491
947,0,0.06487731340278644
948,0,0.12656338733490893
949,0,0.17234091198956666
950,0,0.14471592128914357
951,1,0.8803075889866023
952,0,0.12898856983645526
953,0,0.16305756644258348
954,0,0.13600446087063545
955,1,0.6626554785671236
956,1,0.5494582038001709
957,1,0.7586746848115539
958,1,0.5980831118390778
959,0,0.23802462307504682
960,0,0.4217339789690114
961,1,0.7122861675235529
962,1,0.6842761013121013
963,0,0.12722658917006283
964,0,0.44054513766106057
965,0,0.42298673483820565
966,1,0.8803075889866023
967,0,0.45020157270762995
968,0,0.131778999174071
969,1,0.8047698623504675
970,0,0.16117493987422854
971,1,0.6842761013121013
972,1,0.6033198883714722
973,0,0.32935109350499886
974,0,0.2035665413136334
975,0,0.12936441967080006
976,0,0.20512284277654877
977,0,0.22140391918575855
978,1,0.7375268140919903
979,0,0.40519297199203197
980,1,0.7011535898434756
981,1,0.6433461470826412
982,0,0.4742523341530168
983,0,0.14479768570586588
984,1,0.7801793594767799
985,0,0.131778999174071
986,0,0.25272974926832037
987,0,0.16192258067632495
988,1,0.7922634071979427
989,0,0.1515197843389251
990,0,0.4484641022568623
991,0,0.13440788345400254
992,1,0.8732283561883287
993,0,0.17122135179696912
994,0,0.16474880336423428
995,0,0.16057125496731423
996,1,0.5532724277202097
997,0,0.14742326649294965
998,0,0.15877395478189443
999,0,0.16474880336423428
1000,0,0.13295546976230627
1001,0,0.3385034794389584
1002,0,0.22196313846261334
1003,1,0.6968848151399183
1004,1,0.8224459496701105
1005,0,0.4111253066836236
1006,1,0.8192958741026425
1007,0,0.28789104188520015
1008,0,0.13621195136934416
1009,1,0.6292945849816711
1010,0,0.4792986328462394
1011,1,0.7821847025908817
1012,1,0.6755314033942897
1013,0,0.16063914679178878
1014,1,0.8789268856000935
1015,0,0.1314996621162808
1016,0,0.16474880336423428
1017,1,0.5744969306469545
1018,0,0.15751565426939854
1019,1,0.7468635505743378
1020,0,0.16997960963186767
1021,0,0.13443607752545209
1022,0,0.14618217317719837
1023,0,0.4119648965656267
1024,0,0.28234196370759007
1025,0,0.1878609679798925
1026,0,0.125987439167032
1027,0,0.15541435556809988
1028,0,0.18989512207889095
1029,0,0.14581721500215308
1030,0,0.4246959227694343
1031,0,0.13752630288051015
1032,0,0.20887745462650506
1033,1,0.8479058982583166
1034,1,0.5027478330082483
1035,0,0.164194363413031
1036,0,0.2618063999315419
1037,0,0.16033926827041634
1038,0,0.3136243852403111
1039,0,0.13062655371592827
1040,0,0.24791194637756953
1041,0,0.22212422846837648
1042,1,0.8969338998323702
1043,0,0.1865190661898168
1044,0,0.154954397872195
1045,1,0.602853964638085
1046,0,0.11586885689320024
1047,0,0.15416386723895326
1048,1,0.8466674152701366
1049,0,0.48116402273123426
1050,0,0.3059079130283809
1051,1,0.5982925166712184
1052,1,0.7010643523798832
1053,1,0.569609742714337
1054,1,0.712687163407417
1055,0,0.14866855278019975
1056,0,0.16997960963186767
1057,1,0.512112509672785
1058,0,0.44558819063392
1059,0,0.12562429580940043
1060,1,0.7928682686462574
1061,0,0.4220866517470507
1062,0,0.1364996621162808
1063,0,0.1988424904999436
1064,0,0.14320023739922674
1065,0,0.17135943261685835
1066,0,0.1254770604562677
1067,1,0.7671757750774367
1068,1,0.72242025141341
1069,1,0.5003461392012037
1070,1,0.8390653340733697
1071,1,0.8817344031855603
1072,0,0.16117493987422854
1073,0,0.49075298832625214
1074,1,0.797999409474499
1075,0,0.16474880336423428
1076,1,0.8272687415252323
1077,0,0.16641120743326
1078,1,0.7879964607823681
1079,0,0.1400023661802029
1080,0,0.16897788317531962
1081,0,0.16935460963186766
1082,0,0.17791126029116175
1083,0,0.1992860724339905
1084,0,0.3594665017155701
1085,0,0.20275843141546132
1086,0,0.44061103596746976
1087,0,0.14119845877956563
1088,1,0.5607053972335401
1089,0,0.4668955041882642
1090,0,0.14673342336727355
1091,0,0.4228267540273938
1092,1,0.7162863755574519
1093,1,0.6216100519301013
1094,0,0.479755309594029
1095,1,0.8152348358019623
1096,0,0.14817281730666745
1097,0,0.2220597465863296
1098,1,0.6569409708792574
1099,0,0.14673342336727355
1100,1,0.8092727179339186
1101,0,0.1420355512003989
1102,0,0.16920831300952852
1103,0,0.13549600061326555
1104,0,0.21134537578180826
1105,1,0.7839409533432437
1106,0,0.4467491356035604
1107,0,0.3071392290972541
1108,1,0.7373068620690277
1109,0,0.3849225328515384
1110,1,0.8753192009723775
1111,0,0.131778999174071
1112,1,0.8068125080081201
1113,0,0.12955785142585194
1114,1,0.8291318044588336
1115,0,0.16411361864598892
1116,1,0.7816739489774785
1117,1,0.6186479260876279
1118,0,0.15751565426939854
1119,1,0.7011535898434756
1120,0,0.15619577718253985
1121,0,0.1654397598194415
1122,0,0.22616609664309706
1123,1,0.7555456188468374
1124,0,0.143099873871502
1125,0,0.16835521984536006
1126,1,0.5024081888686613
1127,0,0.13841303687481887
1128,1,0.519693593672298
1129,0,0.2555004097128517
1130,1,0.7324968713953852
1131,1,0.7981271244134688
1132,1,0.7816739489774785
1133,1,0.7768459364538507
1134,0,0.4688835229962605
1135,0,0.12936441967080006
1136,0,0.13268309908365153
1137,0,0.341527951143921
1138,1,0.7151577657204075
1139,0,0.2265304489246337
1140,1,0.7821847025908817
1141,0,0.45540190912061923
1142,1,0.8467562537068426
1143,0,0.13903154287074812
1144,0,0.49030606366129476
1145,0,0.13407408657522585
1146,0,0.15101248991927982
1147,0,0.1364996621162808
1148,0,0.16474880336423428
1149,0,0.131778999174071
1150,1,0.6774029035496278
1151,0,0.1557265218717953
1152,0,0.14710148137444296
1153,0,0.14072660565897588
1154,1,0.7467117112106452
1155,1,0.7252621904859161
1156,0,0.31287485979113155
1157,0,0.12936441967080006
1158,0,0.165703709916992
1159,0,0.1364996621162808
1160,0,0.4228267540273938
1161,0,0.13131983209224438
1162,0,0.47256450586211246
1163,0,0.16474880336423428
1164,1,0.8803200075515774
1165,1,0.7678698321674348
1166,0,0.1415947698285356
1167,1,0.7468310019954467
1168,0,0.14995765686587123
1169,0,0.18182611010358787
1170,0,0.16184516123794002
1171,0,0.14673342336727355
1172,0,0.4193783184137174
1173,1,0.6620202760412695
1174,1,0.7011535898434756
1175,1,0.651539922263628
1176,1,0.6597512790423913
1177,0,0.12560109432351918
1178,0,0.1314996621162808
1179,0,0.389232376385176
1180,0,0.3061898091685317
1181,0,0.131778999174071
1182,0,0.23224654883141926
1183,0,0.4143263045663991
1184,0,0.17135943261685835
1185,0,0.38356690610480554
1186,0,0.13822856330054104
1187,0,0.14073798893224843
1188,1,0.8934763766353246
1189,0,0.2284896163289165
1190,0,0.23735566166736055
1191,0,0.1485569510791013
1192,0,0.1492999374428536
1193,0,0.4217559071806761
1194,0,0.24447731805379788
1195,0,0.13561254811368736
1196,1,0.7011535898434756
1197,1,0.8038772373893479
1198,0,0.4139446284853728
1199,1,0.5671583260800075
1200,0,0.334912677988645
1201,0,0.4614690736629124
1202,0,0.13131983209224438
1203,0,0.26169545748117534
1204,0,0.1364996621162808
1205,1,0.6381909708792576
1206,1,0.8653033306732232
1207,1,0.5924892580916927
1208,0,0.48200573271555824
1209,0,0.1552480675690079
1210,0,0.1750010091872613
1211,0,0.18357736317851805
1212,0,0.16057125496731423
1213,0,0.3195551686935087
1214,0,0.382981483177669
1215,0,0.2551828248056694
1216,1,0.8300014272503973
1217,0,0.14387449145022368
1218,1,0.852056883211114
1219,0,0.26090533229315127
1220,0,0.1737204207763814
1221,0,0.14281240418699745
1222,1,0.7837348253427394
1223,0,0.4223682280532604
1224,0,0.1415947698285356
1225,1,0.6005226734933575
1226,0,0.16150099269834822
1227,0,0.3966236117296654
1228,0,0.16351211189712891
1229,0,0.28382886641065497
1230,0,0.20099166740003027
1231,0,0.17135943261685835
1232,0,0.1457102524429575
1233,0,0.1449234824807195
1234,0,0.16661729588228988
1235,1,0.8846404138415709
1236,0,0.19669240994509996
1237,1,0.5289615425588635
1238,0,0.14581721500215308
1239,1,0.6478745349754056
1240,0,0.14394406562900375
1241,1,0.7730293489686015
1242,1,0.8714210471209802
1243,0,0.14817281730666745
1244,0,0.20856759800403046
1245,0,0.23885739539980752
1246,1,0.6625647288396799
1247,0,0.2852632530823799
1248,1,0.8181149350172155
1249,0,0.13989860233826354
1250,0,0.16474880336423428
